,clientid,museum_id,museum_list,features
30,hqskobjyga,"['798b12be-0127-4f41-91df-1a5e71af1e37', '5a140fbe-2efc-42e1-ad57-c01ac3a7b409', 'b1d4586f-c77c-43f7-bb72-649f1af68575', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '3caa2392-510f-4c85-a489-b83e8200ff90', '6add9957-7a8c-469f-83da-ff169b0f2050', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'c92918d5-cb45-432d-9874-7b54289beb09', '27b9e34f-c9da-47d5-a22e-d5140b9b0d18', '1d9c7610-ab17-4f68-ae48-9cefefc32b20']","['De Looierij', 'Observeum Burgum', 'Philips Museum', 'Veiligheidsmuseum PIT', 'Luchtvaartmuseum Aviodrome', 'Louwman Museum', 'Museon', 'Nederlands Stoommachinemuseum', 'Museum Sterrenwacht Sonnenborgh', 'Continium discovery center']","['tech', 'weelchair']"
31,jurapkcvhq,"['742e5925-2496-45d7-a5a8-4f5925dbb2b6', '5adfb94f-9e56-40b1-a93e-766264de3f02', 'af698204-4437-411f-a1a9-d5a0fe7d16bb', '3f96c8bc-3397-4d76-a48a-ee33ca65a8bb', 'abd0504d-1106-44ee-8c62-3cc937d5fd9a', 'df6d2369-9846-49ae-9a5d-ca40a6e310b8', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'f9453fa1-3fe4-4c3e-a980-174ddae906fc', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2']","['Huis Verwolde', 'Zwanenbroedershuis', 'Museum Veere', 'Sint Jan Gouda', 'Stedelijk Museum Breda', 'Huis van het boek', 'Joods Historisch Museum', 'Pieter Vermeulen Museum', 'Embassy of the Free Mind', 'Koninklijk Paleis Amsterdam']","['trainstation', 'architectonic']"
32,auqzhflsok,"['5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '60780e37-d503-4b56-b1d5-a46c2358eb41', 'f57a988c-883e-4f75-8dc6-7d5f76d005e5', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '2a3a81ef-29ee-44f9-9367-26f890075735', '9231914a-1dac-4afe-b28a-cc37ee7c5bfd', 'd393d962-7ee9-411b-8c60-c0879d6e3fd7', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0', '944a4c15-58c0-44dc-8f8a-c65b44179c16']","['Limburgs Museum', 'Streekmuseum Etten Leur', 'Museum Terra Maris', 'Museum De Zwarte Tulp', 'Universiteitsmuseum Groningen', 'De Museumfabriek', 'Streek & Landbouwmuseum Goemanszorg', 'Micropia', 'Muzeeaquarium Delfzijl', 'Missiemuseum Steyl']","['trainstation', 'nature']"
33,zrphajsoci,"['f76d5813-3efb-44c8-beff-5d2a569d7eb3', '878343ed-4a2c-44e9-bd89-998e67720b2d', '38609b0d-35a3-43ce-9896-d7c42996b702', '85f6a07b-2a79-4b74-9c35-19a9e0ccfb9e', 'ce2b5a40-c6a4-4342-b4cb-ebc677e7af8f', 'ddcb0195-4e2a-4be5-9e42-97c34308367c', 'c47b5df9-92d4-417b-a80b-61b3a787bad9', 'aa8feafc-c5e8-438f-a4ba-f5d1adff459c', 'b2398575-3c86-42a2-b07c-886384eb9add', '6d57096e-0987-4a5d-8550-12422e46c012']","['Museum Gouda', 'Chabot Museum', 'Museum Slager', 'Dordrechts Museum', 'Museum De Wieger', 'Cobra Museum voor Moderne Kunst', 'Museum MORE', 'Museum Joure', 'Museum Wierdenland Ezinge', 'Liemers Museum']","['exhibitions artists', 'nature']"
34,fgxkrclido,"['9457c575-1900-4fc7-aca3-c7e1a1f26826', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', '05a94d26-c8df-4105-8df5-67f1acd7e8c5', '2dc0d96e-fbe8-41de-b1db-36094539f0ce', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '5248e557-c948-4103-813a-8ffb30305466', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'b0654f59-55d5-4c74-8420-3d3938f861e2', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', 'f03acb0d-bfe6-45f8-847c-d3fa96aabe1f']","['CODA', 'Literatuurmuseum', 'Museum Schokland', 'Libertum', 'De Hollandsche Manege', 'Nederlands Tegelmuseum', 'Belasting & Douane Museum', 'Botanische Tuin De Kruidhof', 'Nederlands Openluchtmuseum', 'Museumstoomtram Hoorn-Medemblik']","['restaurant', 'discovery anthropology']"
35,vglthunpoc,"['b0654f59-55d5-4c74-8420-3d3938f861e2', '798b12be-0127-4f41-91df-1a5e71af1e37', '3f224a07-d3c3-4467-ab27-2d0f4d6705dc', '9457c575-1900-4fc7-aca3-c7e1a1f26826', '2dc0d96e-fbe8-41de-b1db-36094539f0ce', '05a94d26-c8df-4105-8df5-67f1acd7e8c5', '630f0ad9-d790-4a77-a847-e7acb31be6d8', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', 'f03acb0d-bfe6-45f8-847c-d3fa96aabe1f']","['Botanische Tuin De Kruidhof', 'De Looierij', 'Openluchtmuseum en Themapark De Spitkeet', 'CODA', 'Libertum', 'Museum Schokland', 'De Hollandsche Manege', 'Belasting & Douane Museum', 'Nederlands Openluchtmuseum', 'Museumstoomtram Hoorn-Medemblik']","['library', 'discovery anthropology']"
36,kyoztlcqxu,"['d0077c9a-8102-4749-ba85-fe2e8b3ef53d', '6d4868c9-74a6-41f4-8c23-cabe36c82361', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '43342fe3-e57f-4b74-883f-207d1cf0a24b', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['GeoFort', 'Nationaal Onderwijsmuseum', 'NEMO Science Museum', 'PreHistorisch Dorp', 'Natuurmuseum Fryslân', 'Beeld en Geluid Den Haag', 'De Bastei', 'Belasting & Douane Museum', 'Veiligheidsmuseum PIT', 'Zeeuws Maritiem MuZEEum']","['children', 'visual historical art']"
37,qegifmbxra,"['d9c3694b-8999-46e7-9264-66e2ca190c86', '7a2966b5-97fa-4cd3-9408-9e415182ca4e', 'f61643e5-0237-4536-90ef-d3e8f721de21', '69295701-69e0-47c2-89c5-1586e4f3f64a', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', '77dc3244-2ab9-4340-bb76-d29401097a09', '971a3945-faba-4021-8d5b-5b6fcd124640', '9ad52af8-ef66-4266-b413-0e1a57995f50', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5']","['Veiligheidsmuseum PIT', 'Batavialand', 'Biesbosch MuseumEiland', 'Nationaal Baggermuseum', 'Museum Speelklok', 'Museum Kaap Skil', 'Zuiderzeemuseum', 'Nationaal Reddingmuseum Dorus Rijkers', 'Mariniersmuseum', 'Belasting & Douane Museum']","['trainstation', 'naval']"
38,awofkcviuq,"['c19ee988-451e-4da4-b83d-ae4c1bfbf2f0', '471dcd8a-6a1b-44aa-b073-0f024f72dde3', 'b95305d9-cc57-498c-8819-c1983713d181', 'fb5c119f-f4a1-411c-a943-f609fcb5f5f3', 'd7f027c1-49fa-4fa8-a661-43598ed47263', '35fbec41-a299-4e7a-ae03-a063e4d4e5f7', 'cbebd2e6-4fd8-4bd8-a455-5310d4895828', '053014de-f18f-45e3-8dc6-c3f907646311', '078fe561-4a1d-4712-b204-11913bdd57b4', '1a918684-33d5-485a-80b7-90a8086803ef']","['Fotomuseum aan het Vrijthof', 'Rijksmuseum Twenthe', 'Keramiekcentrum Tiendschuur Tegelen', 'Museum Swaensteyn', 'Kunsthal  Rotterdam', 'Marie Tak van Poortvliet Museum', 'De Appel', 'Museum De Domijnen, afdeling Hedendaagse Kunst', 'Kunstvereniging Diepenheim', 'Buitenplaats Kasteel Wijlre']","['visual', 'art_galleries']"
39,bijsaqocfz,"['d9c3694b-8999-46e7-9264-66e2ca190c86', '505d548a-6b67-416a-b85a-15dee47e855b', '1d9c7610-ab17-4f68-ae48-9cefefc32b20', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '798b12be-0127-4f41-91df-1a5e71af1e37', '55cdb198-f29d-466f-a4d9-a3a5dc9a3ec5', '3caa2392-510f-4c85-a489-b83e8200ff90', 'd94a7ad1-c6b5-45e5-9b97-4597799ea184', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '9231914a-1dac-4afe-b28a-cc37ee7c5bfd']","['Veiligheidsmuseum PIT', 'Oyfo Techniekmuseum', 'Continium discovery center', 'Belasting & Douane Museum', 'De Looierij', 'Jenevermuseum', 'Luchtvaartmuseum Aviodrome', 'Nederlands Steendrukmuseum', 'Museon', 'Streek & Landbouwmuseum Goemanszorg']","['exp stories', 'tech']"
40,ckexfnuypq,"['98910334-b730-446f-9b09-a7cf440699f6', '4f05881b-f742-480c-b13d-91d99c6fc4a2', 'a2c1a9f7-97b2-493a-a04c-a760d4066ba9', '1e3aaa11-c04f-43bd-9707-58401ee41056', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd', '92652b8f-7600-4bee-8640-1c40b21a32cf', 'f7e3d4b2-ae53-41c5-aa79-cfa323796de7', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59']","['Anne Frank Huis', 'Veenkoloniaal Museum', 'Museum van de Geest | Dolhuys', 'Hunebedcentrum', 'Amsterdam Museum', 'Museum Huis Doorn', 'Museum Van Loon', 'Paviljoen Nederland en WOI', 'Kamp Westerbork', 'Honig Breethuis']","['historic_location', 'trainstation']"
41,amdktlspyn,"['d0077c9a-8102-4749-ba85-fe2e8b3ef53d', '6d4868c9-74a6-41f4-8c23-cabe36c82361', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '92a87b6a-4b73-4d77-a81b-4d4501893c4e', 'a4e7ffe9-fe8a-4e22-9517-739881f87bfb', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86']","['GeoFort', 'Nationaal Onderwijsmuseum', 'Natuurmuseum Fryslân', 'PreHistorisch Dorp', 'NEMO Science Museum', 'Elisabeth Weeshuis Museum', ""Museum 't Behouden Huys"", 'Zeeuws Maritiem MuZEEum', 'Museum Speelklok', 'Veiligheidsmuseum PIT']","['visual', 'children']"
42,edhikutfom,"['424e8423-e43b-48e8-ad19-821014020860', '60780e37-d503-4b56-b1d5-a46c2358eb41', '2725e4ae-3118-48ba-85d9-9b6b646fb7ab', '64da5853-9fae-4bd1-a0e0-47a7c0e0db09', 'dc084656-3e15-4519-9412-4753da0bc11b', 'c4cc477e-1442-4ef9-96ea-539e46356b07', 'fd1192ea-1815-431c-9ea6-da685c92d452', 'ad5b634c-e784-4755-ae75-8748507fa437', '7e411587-1b9d-44f9-ada4-5305bea2798e', '72ac8fe8-829b-4633-8e72-be04100017ed']","['Comenius Museum', 'Streekmuseum Etten Leur', 'Heiligenbeeldenmuseum', 'Frans Hals Museum Hal', 'Museumpark Orientalis', 'Louis Couperus Museum', 'Haarlemmermeermuseum De Cruquius', 'Museum Bronbeek', 'Museum Boijmans Van Beuningen', 'Koninklijk Eise Eisinga Planetarium']","['exhibition', 'national speciality']"
43,ectmzasuig,"['7810d0eb-0034-457b-9cf7-ae7aa21e104f', '683844c9-9eb9-4adc-9f21-910cbeebe9dc', 'ddcb0195-4e2a-4be5-9e42-97c34308367c', 'c47b5df9-92d4-417b-a80b-61b3a787bad9', 'ce2b5a40-c6a4-4342-b4cb-ebc677e7af8f', '38609b0d-35a3-43ce-9896-d7c42996b702', 'a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', 'd579493e-5364-4327-b712-d231508db640', '71728b2c-4b17-4855-8663-98a7788acaf0', '01ab8bee-401f-4c85-a742-c2198fbcef28']","['Rijksmuseum Amsterdam', 'Bonnefanten', 'Cobra Museum voor Moderne Kunst', 'Museum MORE', 'Museum De Wieger', 'Museum Slager', 'Heerenveen Museum', 'Portrait Gallery of the 17th Century', 'Groninger Museum', 'Stedelijk Museum Amsterdam']","['exhibitions artists', 'visual']"
44,yhxsfncrak,"['a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'bf8b8c20-c838-44b9-a574-303d4b3e66e8', '057ec8d4-db1e-4b3a-a28c-3e5af7eb18b3', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '71728b2c-4b17-4855-8663-98a7788acaf0', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', 'af698204-4437-411f-a1a9-d5a0fe7d16bb']","['Belasting & Douane Museum', 'Teylers Museum', 'Openluchtmuseum de Locht', 'Hermitage Amsterdam', 'Zeeuws Maritiem MuZEEum', 'Veiligheidsmuseum PIT', 'Limburgs Museum', 'Groninger Museum', 'Nederlands Zilvermuseum', 'Museum Veere']","['scavenger', 'nature tech']"
45,evarckjmbs,"['f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '4cb403ef-21c9-4731-86a2-f9f32bd44487', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', 'a7e42402-9eb9-4312-abf5-ae09e951e068', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'd579493e-5364-4327-b712-d231508db640', '1f8bb764-3a9f-4159-b775-829e80c953a2']","['Natuurmuseum Fryslân', 'Museumpark Archeon', 'Veiligheidsmuseum PIT', 'Brabants Museum Oud Oosterhout', 'Koninklijk Paleis Amsterdam', 'Airborne Museum at Hartenstein', 'Kasteel Huis Bergh', 'Stedelijk Museum Alkmaar', 'Portrait Gallery of the 17th Century', 'Rijksmuseum Muiderslot']","['audiotour', 'exp stories']"
46,qsyaivjpxc,"['4ed3950e-9848-4acc-b32c-17b853e757be', '3df6ef97-9a05-4b69-b1a4-e3789f20dc13', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59', '4f05881b-f742-480c-b13d-91d99c6fc4a2', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', '98910334-b730-446f-9b09-a7cf440699f6', 'a2c1a9f7-97b2-493a-a04c-a760d4066ba9', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '92652b8f-7600-4bee-8640-1c40b21a32cf', '630f0ad9-d790-4a77-a847-e7acb31be6d8']","['Museum Het Rembrandthuis', 'Museum Paul Tetar van Elven', 'Honig Breethuis', 'Veenkoloniaal Museum', 'Kamp Westerbork', 'Anne Frank Huis', 'Museum van de Geest | Dolhuys', 'Amsterdam Museum', 'Museum Van Loon', 'De Hollandsche Manege']","['castles cluster', 'historic_location']"
47,menxbufzjp,"['55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '9f88e8ae-c589-427e-becb-1e071b215cd1', 'c2219eac-c939-49f6-ba34-325d739caf9b', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', 'a7e42402-9eb9-4312-abf5-ae09e951e068', 'd579493e-5364-4327-b712-d231508db640', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', '54f9204e-e6fd-4ea3-a352-84484292b8ba']","['Kasteel Amerongen', 'Kasteel Keukenhof', 'Kasteel Rosendael', 'Kasteel Cannenburch', 'Kasteel Hoensbroek', 'Koninklijk Paleis Amsterdam', 'Airborne Museum at Hartenstein', 'Portrait Gallery of the 17th Century', 'Stedelijk Museum Alkmaar', 'PreHistorisch Dorp']","['audiotour', 'restaurant']"
48,xdgvzubnfj,"['97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '4cb403ef-21c9-4731-86a2-f9f32bd44487', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91']","['Beeld en Geluid Den Haag', 'Brabants Museum Oud Oosterhout', 'PreHistorisch Dorp', 'Belasting & Douane Museum', 'Veiligheidsmuseum PIT', 'Museum Speelklok', 'Zeeuws Maritiem MuZEEum', 'Natuurmuseum Fryslân', 'NEMO Science Museum', 'Museumpark Archeon']","['children', 'nature']"
49,kwqshaentr,"['d94a7ad1-c6b5-45e5-9b97-4597799ea184', 'a1b6fda7-eec4-4dde-a764-45c96b796e61', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '9231914a-1dac-4afe-b28a-cc37ee7c5bfd', '798b12be-0127-4f41-91df-1a5e71af1e37', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '80d22ad4-79ea-4688-97ec-4c93dc366e48', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', '37e493ef-e985-4774-a856-fb44640c0ee0', 'e45fa2d7-0f3f-4a61-9611-2a5f14be0c39']","['Nederlands Steendrukmuseum', 'GRID Grafisch Museum Groningen', 'Beeld en Geluid Den Haag', 'Streek & Landbouwmuseum Goemanszorg', 'De Looierij', 'Belasting & Douane Museum', 'Industrieel Museum Zeeland', 'Museum de Kantfabriek', 'Museum Waelstee', 'Museum het Petershuis']","['nature tech', 'tech']"
50,cqlndipeto,"['9231914a-1dac-4afe-b28a-cc37ee7c5bfd', '9bcb7330-2cae-44b4-9fca-9f6e1c4501e5', '1a918684-33d5-485a-80b7-90a8086803ef', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'a001e606-6873-4420-92be-8c458691bf35', 'd393d962-7ee9-411b-8c60-c0879d6e3fd7', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'd183dcdd-900b-4721-b8a0-c44912e8ce7f']","['Streek & Landbouwmuseum Goemanszorg', 'Natuurcentrum Ameland', 'Buitenplaats Kasteel Wijlre', 'Muzeeaquarium Delfzijl', 'Pieter Vermeulen Museum', 'Natuurmuseum Fryslân', 'Natuurmuseum Brabant', 'Micropia', 'Museon', 'Fruitteeltmuseum']","['gardens', 'library']"
51,lofnqtryhs,"['c4cc477e-1442-4ef9-96ea-539e46356b07', '424e8423-e43b-48e8-ad19-821014020860', '4d1d7577-a12c-4f3b-a80a-d01b47d99488', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', 'caf31e3f-0d01-4a84-8fa9-bf13a2a6162b', '64c5b44f-cb1a-4746-83f7-431c4f7050f9', 'ad5b634c-e784-4755-ae75-8748507fa437', 'bffa1b0e-67c1-4bd4-bfbf-b35c436a2663', '179e0120-23f9-434b-804b-172effcfc85d', '890092e9-15a8-431f-ad8b-2e8c0b4a1377']","['Louis Couperus Museum', 'Comenius Museum', 'Museum Bussemakerhuis', 'Museum De Zwarte Tulp', 'Boomkwekerijmuseum', 'Flessenscheepjesmuseum', 'Museum Bronbeek', 'De Oude Kerk', 'De Nieuwe Kerk', 'Museum Abdijkerk']","['library', 'churches']"
52,afrvuseqdz,"['3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '1335f2de-05b0-4351-8cae-1cb1263b3791', 'cda45f48-2deb-4062-bd6f-ad4da92c8114', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '20628449-0dbc-4438-ba1f-39e07e250549', 'b280cbea-0bd7-47c1-a827-91cd7d305cbb', '75ec946e-e708-4c76-8fd9-4106e9680283', '92f68db4-1a4e-4847-990b-9710c4696e9a', '0d9b11c5-4842-4d97-b105-908bca7c8fa5']","['Zeeuws Maritiem MuZEEum', 'Belasting & Douane Museum', 'Het Scheepvaartmuseum', 'Museummolen en molenwinkel De Walvisch', 'Veiligheidsmuseum PIT', 'Museum Buurt Spoorweg', 'Nationaal Modelspoor Museum', 'Nationaal Glasmuseum', 'Beeld en Geluid', 'Museum Speelklok']","['parking', 'visual historical art']"
53,zayowlnbfk,"['9adecd58-7f1f-4add-a0e2-8dcdc0d8bbc2', '1335f2de-05b0-4351-8cae-1cb1263b3791', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', '36da426c-d98f-41bc-ba5a-770e4412f569', '93062e20-901e-46a2-b1f4-107cd82e7ed5', '971a3945-faba-4021-8d5b-5b6fcd124640', '9dd3fd7c-9281-4e0b-a661-909e597b93ee', '23eaf7fc-a6ca-40a3-87c5-257dca174595', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'd280a91d-ebc1-4607-afb9-e38a67c862d0']","['Florence Nightingale Instituut', 'Het Scheepvaartmuseum', 'Nederlands Zilvermuseum', ""Museum Tromp's Huys"", 'Nationaal Tinnen Figuren Museum', 'Zuiderzeemuseum', 'Museum Rotterdam', 'Nationaal Onderduikmuseum', 'Joods Historisch Museum', 'Wereldmuseum Rotterdam']","['weelchair', 'visual historical art']"
54,rqkymnaujv,"['98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0', 'dffe8ae8-e39f-49d2-a41b-004775a406a8', '13f31d31-81bc-4d7a-9347-da1fa9ce5e43', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', '9689a6f1-871a-41e9-8f7d-a67d59ac7b98', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '3d1a28ab-20dd-4d49-a6c1-23f504ec9472']","['Humanity House', 'Portugese Synagoge Amsterdam', 'Nationaal Holocaust Museum', 'Wereldmuseum Rotterdam', 'Streekmuseum ""De Meestoof""', 'Museon', 'Limburgs Museum', 'Joods Historisch Museum', 'Museum Volkenkunde', 'Tropenmuseum']","['ethnology', 'national speciality']"
55,bxugrpziwv,"['621c0554-f8d1-454c-9218-e60683a536ee', '3dc8fd2b-b27d-4552-8e95-7b51c95c08c9', '4c123cbb-afaa-4150-94ff-4b94dfc60b4f', '1259b27a-48fb-48d4-adbb-31329be57921', '13f31d31-81bc-4d7a-9347-da1fa9ce5e43', '971a3945-faba-4021-8d5b-5b6fcd124640', 'd545be8a-48d2-4af9-862d-d26a821787e0', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0']","['mij | museum ijsselstein', 'Katwijks Museum', 'Museum Helmond', 'Stadsmuseum Harderwijk', 'Nationaal Holocaust Museum', 'Zuiderzeemuseum', 'Paleis Het Loo', 'Nederlands Zilvermuseum', 'Rijksmuseum Amsterdam', 'Humanity House']","['art_museum', 'visual historical art']"
56,fvxtkcqryw,"['d0077c9a-8102-4749-ba85-fe2e8b3ef53d', 'a4e7ffe9-fe8a-4e22-9517-739881f87bfb', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '43342fe3-e57f-4b74-883f-207d1cf0a24b', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5']","['GeoFort', ""Museum 't Behouden Huys"", 'NEMO Science Museum', 'PreHistorisch Dorp', 'Natuurmuseum Fryslân', 'De Bastei', 'Beeld en Geluid Den Haag', 'Veiligheidsmuseum PIT', 'Zeeuws Maritiem MuZEEum', 'Belasting & Douane Museum']","['children', 'library']"
57,bpxrufaghl,"['ddc06b8b-9dd1-4768-be15-75477b0f104a', 'a75d5925-5172-4816-a02e-919c48899db8', '3f1b3299-65f6-47c7-a507-56346cab0a5e', 'd545be8a-48d2-4af9-862d-d26a821787e0', 'eba73114-b030-49d1-9108-e60ea8670b3a', '1335f2de-05b0-4351-8cae-1cb1263b3791', '682197a8-0359-4094-8281-ffa059de480f', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'cfcd6f00-5b4b-4738-951b-5feb1945e644', 'cc12b367-a374-4c8a-bd04-8b24e412af3c']","['Spoorwegmuseum', 'Verzetsmuseum Amsterdam', 'Museum Stedhûs Sleat', 'Paleis Het Loo', 'Museum Het Schip', 'Het Scheepvaartmuseum', 'Museum Catharijneconvent', 'Joods Historisch Museum', 'Het Noordbrabants Museum', 'Nederlands Openluchtmuseum']","['restaurant', 'historic_museum']"
58,gprofbkdhq,"['029464f3-265b-4b69-a71d-cdd346b53c34', 'd9c3694b-8999-46e7-9264-66e2ca190c86', 'f9453fa1-3fe4-4c3e-a980-174ddae906fc', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '60780e37-d503-4b56-b1d5-a46c2358eb41', 'dffe8ae8-e39f-49d2-a41b-004775a406a8', '98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '5ebaa739-b1a4-443b-9cde-6c0b18e81607']","['Tropenmuseum Junior', 'Veiligheidsmuseum PIT', 'Embassy of the Free Mind', 'Wereldmuseum Rotterdam', 'Museum Volkenkunde', 'Streekmuseum Etten Leur', 'Portugese Synagoge Amsterdam', 'Humanity House', 'Joods Historisch Museum', 'Museon']","['ethnology', 'scavenger']"
59,idatorgply,"['3d1a28ab-20dd-4d49-a6c1-23f504ec9472', 'bb1872c6-aefd-4bd5-988d-3aad8bde3b74', 'b8ff0361-b591-4bfb-9671-5bdb3d48c1af', '9dd3fd7c-9281-4e0b-a661-909e597b93ee', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'fb32cee8-c9ce-47fa-b7f0-1d0b814b759e', '60780e37-d503-4b56-b1d5-a46c2358eb41', 'c4cc477e-1442-4ef9-96ea-539e46356b07', '2725e4ae-3118-48ba-85d9-9b6b646fb7ab', '103c08ab-9e2f-454a-afc7-f1fe8f3e2789']","['Tropenmuseum', 'Het Oude Raadhuis Urk', 'Marechausseemuseum', 'Museum Rotterdam', 'Joods Historisch Museum', 'Nationaal Gevangenismuseum', 'Streekmuseum Etten Leur', 'Louis Couperus Museum', 'Heiligenbeeldenmuseum', 'Hortus Botanicus Leiden']","['scavenger', 'national speciality']"
